Unnamed: 0,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Reason
7021,7022,P07022,H,294.8611829,312.2367096,2124,46.51794834,9,normal
6174,6175,P06175,M,268.0419435,272.4505719,1088,72.4797722,275,RNF
1914,1915,P01915,L,273.337577,276.7802625,809,54.03388263,288,HDF
6859,6860,P06860,H,305.8473478,301.3259202,2544,40.62617025,11,normal
292,293,P00293,M,280.1824205,292.9727463,1065,96.25930733,327,TWF
5533,5534,P05534,H,274.5675497,270.7887799,948,77.26249296,310,RNF
3175,3176,P03176,L,275.1094325,284.4980613,929,75.29757312,278,PWF
2510,2511,P02511,H,278.4041565,276.4920735,1136,74.31140664,388,HDF
1147,1148,P01148,M,284.8870535,285.7783551,1127,88.60038629,266,TWF
7357,7358,P07358,H,297.5594713,300.9694994,2013,47.62102124,45,normal
1884,1885,P01885,H,277.9177137,287.4110072,868,72.67297626,355,HDF
3789,3790,P03790,H,284.2760625,293.5941208,960,81.83494179,254,PWF
7052,7053,P07053,L,304.2500131,310.5868671,2476,14.64952488,0,normal
3098,3099,P03099,H,286.3576805,285.0468603,943,38.05430943,303,PWF
2648,2649,P02649,M,284.3675294,278.83057,819,84.30612668,252,HDF
255,256,P00256,L,282.1098376,288.9790331,892,67.96352253,156,TWF
6162,6163,P06163,M,267.5079235,282.4751186,1099,99.78978332,355,RNF
2055,2056,P02056,H,272.0456424,278.0346073,789,89.61231951,308,HDF
3655,3656,P03656,L,275.3124763,282.3612711,1028,68.84834891,275,PWF
724,725,P00725,H,286.534723,296.0239626,844,63.92394126,230,TWF
3981,3982,P03982,M,285.2644876,284.6705277,1465,72.65764534,306,PWF
4189,4190,P04190,L,298.303112,301.1613705,2422,63.4619049,263,OSF
7202,7203,P07203,M,303.3821681,314.9991019,2565,14.58426507,31,normal
3898,3899,P03899,L,286.7318876,286.1410243,881,40.7241603,180,PWF
6252,6253,P06253,H,275.7412863,274.9022338,800,107.6000227,430,RNF
4972,4973,P04973,L,297.234226,299.1813052,1311,53.17742651,190,OSF
5198,5199,P05199,L,297.744144,299.2758243,2003,67.32815591,174,OSF
5176,5177,P05177,M,299.7165027,297.214665,2322,42.55132112,217,OSF
1748,1749,P01749,M,272.7871642,283.20751,1285,61.11572701,389,HDF
4731,4732,P04732,L,293.8793995,296.5985579,1308,51.8916831,150,OSF
1696,1697,P01697,H,277.7462403,287.9763518,1146,56.76307976,274,HDF
2354,2355,P02355,L,283.7507793,289.2487525,1395,49.84354847,268,HDF
1243,1244,P01244,M,281.1172576,285.3898522,1137,64.93967567,283,TWF
1309,1310,P01310,L,284.9283574,291.9284627,933,78.88430994,151,TWF
4068,4069,P04069,H,289.9083603,296.1799751,2020,43.60533157,225,OSF
5636,5637,P05637,L,269.7528502,283.0291516,1205,73.27413887,410,RNF
2980,2981,P02981,H,280.3269377,281.3497853,868,79.65416269,289,PWF
285,286,P00286,L,293.293434,286.5649156,1030,89.32597022,311,TWF
1051,1052,P01052,L,288.706605,298.480847,1288,87.10051863,274,TWF
5908,5909,P05909,L,274.0945958,278.3194665,615,71.47866558,423,RNF
5656,5657,P05657,M,279.1364471,279.280882,1045,84.56119554,259,RNF
5785,5786,P05786,H,270.6037903,284.5584782,1094,87.81379047,430,RNF
5180,5181,P05181,L,292.9067304,299.8955952,1603,35.94617134,227,OSF
1090,1091,P01091,H,281.6805956,297.7017187,1178,74.81038539,286,TWF
2943,2944,P02944,L,275.3948785,292.9470574,1501,57.81202769,269,PWF
3201,3202,P03202,M,282.6730448,281.8313969,1149,64.5340903,241,PWF
1732,1733,P01733,H,277.675542,283.3874944,944,73.53491869,277,HDF
1089,1090,P01090,M,294.4416419,291.8800511,932,84.4250744,223,TWF
4050,4051,P04051,M,298.142513,295.3381135,1439,62.09815184,234,OSF
1084,1085,P01085,M,291.5618552,291.5301986,1140,79.8272901,244,TWF
1581,1582,P01582,H,275.8295617,285.0155286,960,66.75315427,357,HDF
3617,3618,P03618,L,276.2613234,286.158882,879,70.03438465,255,PWF
3315,3316,P03316,L,279.796422,294.0814064,1321,73.70266267,247,PWF
1033,1034,P01034,H,284.7584592,292.2333414,894,75.05085354,222,TWF
5286,5287,P05287,H,290.493091,297.7851676,1893,27.21782966,137,OSF
7444,7445,P07445,M,309.9743989,309.9318542,2224,48.71464017,12,normal
9,10,P00010,L,291.5242427,289.7391485,924,78.95588918,267,TWF
5537,5538,P05538,H,279.6641581,283.4994524,987,73.91809796,362,RNF
4977,4978,P04978,M,288.390586,299.7339273,1432,48.4939405,217,OSF
1617,1618,P01618,L,277.7251321,287.5027814,1274,52.02555161,336,HDF
5294,5295,P05295,M,297.0566707,295.8391152,1349,25.78471279,223,OSF
4377,4378,P04378,M,293.7251391,302.5147907,1482,25.26492518,245,OSF
6244,6245,P06245,M,276.5808323,276.6456366,1141,68.89959839,443,RNF
5483,5484,P05484,H,269.4128158,273.6316356,589,85.6774856,323,RNF
4652,4653,P04653,H,292.7848417,292.1835435,1217,54.77987723,192,OSF
2673,2674,P02674,H,281.6117091,291.9517308,1138,39.07043166,258,PWF
2712,2713,P02713,H,275.0715229,282.2458696,798,63.42842279,287,PWF
2857,2858,P02858,M,275.1569228,290.9973608,1554,43.03811089,352,PWF
2338,2339,P02339,M,281.7442322,278.5190712,1061,61.75958088,355,HDF
6840,6841,P06841,L,294.2317228,298.2044301,2367,39.48743023,7,normal
5939,5940,P05940,L,279.8439401,282.5544706,515,70.97764741,293,RNF
1618,1619,P01619,H,278.8581406,279.6121667,1059,86.62241152,395,HDF
7493,7494,P07494,L,308.1000126,297.4560515,2667,49.72921537,11,normal
177,178,P00178,M,287.5727145,295.1252687,1170,56.63695357,199,TWF
77,78,P00078,H,290.2090044,288.8199546,1465,63.56155373,244,TWF
2693,2694,P02694,L,280.1122377,284.9884656,1538,58.23396541,345,PWF
716,717,P00717,M,281.2564107,296.5584841,1154,75.9359077,290,TWF
6569,6570,P06570,L,278.0948407,272.9962511,507,108.1831255,299,RNF
1202,1203,P01203,L,287.5611997,299.1001974,1013,67.76283208,313,TWF
5329,5330,P05330,L,291.89145,292.3145995,2258,32.38689925,224,OSF
6666,6667,P06667,L,303.5274851,313.7858857,2744,39.27298815,38,normal
1244,1245,P01245,H,285.1364754,298.0100946,1005,60.59168141,288,TWF
1391,1392,P01392,H,280.2114225,289.7675494,1094,68.31294242,251,HDF
4704,4705,P04705,M,292.9987725,304.4125137,1421,43.22734073,245,OSF
1647,1648,P01648,H,275.8369413,278.0229853,1175,58.62607766,272,HDF
802,803,P00803,H,280.2083141,287.2858074,1377,81.77054211,317,TWF
1367,1368,P01368,H,273.155381,287.8983678,1258,60.54986018,328,HDF
3035,3036,P03036,L,282.3646202,287.2416276,758,73.47094485,254,PWF
6303,6304,P06304,L,278.8448707,284.4414624,949,66.85817303,377,RNF
7332,7333,P07333,M,293.2303465,310.7500555,2414,33.56345813,42,normal
6887,6888,P06888,L,295.5921875,303.3098749,2206,25.53941065,32,normal
1724,1725,P01725,M,272.7049133,282.9457835,1264,58.47977488,340,HDF
3646,3647,P03647,H,287.0880317,294.4382837,701,65.58550116,220,PWF
6500,6501,P06501,L,269.4520918,275.8923081,566,76.00337936,339,RNF
3546,3547,P03547,H,279.1489764,284.8988163,963,35.83553399,347,PWF
3285,3286,P03286,M,284.1279563,281.7394225,743,40.66128365,236,PWF
2328,2329,P02329,L,283.3269352,278.5096404,708,57.59846868,390,HDF
2450,2451,P02451,L,281.1287761,283.3347199,864,47.91010508,264,HDF
5655,5656,P05656,L,265.4478272,279.8899656,1181,82.33912913,325,RNF
2395,2396,P02396,M,283.3208336,280.8964935,909,77.07296992,234,HDF
3970,3971,P03971,L,276.1068423,286.7568799,885,81.1711224,188,PWF
7170,7171,P07171,L,300.7236378,309.6781203,2777,18.05285297,25,normal
236,237,P00237,M,290.0285781,296.2035566,1250,75.54233398,158,TWF
1514,1515,P01515,M,275.7250323,284.2121944,650,55.82082776,342,HDF
6645,6646,P06646,L,276.7749967,273.8404038,746,106.7772422,350,RNF
5741,5742,P05742,L,268.0957339,270.4272142,836,71.7463231,326,RNF
798,799,P00799,M,290.7488869,296.2727166,1143,57.4637574,290,TWF
2086,2087,P02087,H,284.7056802,287.6631441,663,48.73849132,385,HDF
5971,5972,P05972,H,265.7158077,274.4383299,868,96.60507596,386,RNF
1399,1400,P01400,M,277.2417287,286.5201593,1230,50.22289033,307,HDF
3247,3248,P03248,M,287.3784668,284.9022482,1261,46.4675521,207,PWF
220,221,P00221,H,294.4178797,286.4825943,877,94.71279222,180,TWF
3104,3105,P03105,M,289.1576415,282.1453652,1392,46.7521443,209,PWF
2302,2303,P02303,L,274.5381844,286.9297948,1317,66.20778214,365,HDF
730,731,P00731,L,285.4276783,287.940244,1097,67.56544715,151,TWF
4662,4663,P04663,H,286.5089865,294.4512278,1642,61.4838913,256,OSF
3449,3450,P03450,L,280.3301443,284.9056601,1516,56.0332426,180,PWF
4628,4629,P04629,M,298.2646544,297.0287052,2434,26.43429419,203,OSF
1726,1727,P01727,H,277.7255757,284.28459,1326,56.36507749,221,HDF
6599,6600,P06600,H,270.316464,274.1240812,1242,81.87299727,338,RNF
7820,7821,P07821,M,305.8164454,313.0647107,2650,28.4835085,46,normal
3728,3729,P03729,L,276.3003123,289.0733595,825,72.61576352,233,PWF
5345,5346,P05346,M,278.6233831,276.5964728,694,75.4777428,425,RNF
5667,5668,P05668,L,279.5057136,283.0031615,503,86.26404128,277,RNF
3038,3039,P03039,L,285.081821,291.8946862,898,58.09077864,315,PWF
2196,2197,P02197,M,282.5350894,282.3435952,1373,45.39133399,377,HDF
5869,5870,P05870,H,276.9313574,283.1506425,949,83.55184222,394,RNF
1480,1481,P01481,L,281.2631514,287.5234599,988,54.98234743,333,HDF
5840,5841,P05841,H,267.0415915,275.2867462,754,86.48513589,271,RNF
4127,4128,P04128,H,291.8380863,294.3033602,1540,57.64102676,126,OSF
4766,4767,P04767,M,286.3451409,298.5681936,1317,29.11998303,238,OSF
7384,7385,P07385,L,302.0522681,312.4121758,2596,44.55282314,35,normal
5178,5179,P05179,H,294.6872166,293.1423872,2291,36.49161117,184,OSF
4598,4599,P04599,M,294.291511,299.8887173,1765,62.17325507,154,OSF
1036,1037,P01037,L,286.8674762,293.2388765,1277,74.61240154,173,TWF
1599,1600,P01600,M,272.2458272,279.3171786,1163,64.79086521,326,HDF
2705,2706,P02706,H,286.0575448,285.6263905,917,43.97494738,353,PWF
3316,3317,P03317,H,277.2041353,283.1221547,1290,43.32116507,276,PWF
6658,6659,P06659,L,276.5782125,276.5800525,1014,87.71311291,397,RNF
6046,6047,P06047,H,279.6322221,279.4353776,1040,70.94053515,337,RNF
539,540,P00540,H,282.2335765,296.5397438,1101,69.35109465,175,TWF
5965,5966,P05966,M,266.2667375,281.9658177,626,103.3301387,326,RNF
2012,2013,P02013,H,282.725838,280.4677757,1211,60.24878594,315,HDF
4202,4203,P04203,L,296.0644759,303.2363904,1214,34.93189641,100,OSF
4702,4703,P04703,M,291.311309,294.0803345,1436,32.047778,125,OSF
7122,7123,P07123,M,302.9740437,300.7754473,2442,13.37358151,18,normal
592,593,P00593,H,289.487533,292.5099906,874,96.27437283,301,TWF
5010,5011,P05011,H,299.9815381,301.7286403,2186,38.88863407,226,OSF
4954,4955,P04955,H,286.9490536,290.8996191,2359,43.9233462,247,OSF
1937,1938,P01938,H,282.5457299,275.3354676,1011,52.72736229,268,HDF
7668,7669,P07669,M,305.7043407,305.3130476,2093,15.06828907,35,normal
3258,3259,P03259,H,280.6650647,292.3008813,1537,48.91578897,316,PWF
7480,7481,P07481,L,293.7929908,301.3896961,2761,35.56221855,49,normal
5698,5699,P05699,M,274.1574032,281.8949211,803,81.72054871,443,RNF
2470,2471,P02471,H,277.4309939,282.9877166,1050,57.60555214,278,HDF
4814,4815,P04815,L,299.3138243,304.5123558,1276,43.00759443,210,OSF
4743,4744,P04744,H,295.3405537,295.1568417,1954,31.29189321,238,OSF
1531,1532,P01532,L,273.9491686,283.6736654,763,86.71018147,247,HDF
4512,4513,P04513,L,287.7794885,290.1584031,1713,34.8522837,180,OSF
485,486,P00486,L,294.3706258,297.2793946,811,66.47068331,269,TWF
4412,4413,P04413,L,291.5979096,294.8689355,1738,50.47871082,195,OSF
4208,4209,P04209,M,290.1496301,302.5052536,1584,57.89402383,206,OSF
1195,1196,P01196,H,288.6965703,290.8395809,1079,91.05090348,343,TWF
2418,2419,P02419,M,282.1090792,277.049847,610,67.99452614,311,HDF
2714,2715,P02715,M,280.437062,287.1451413,868,36.12059468,186,PWF
7689,7690,P07690,M,302.5791294,302.7712356,2387,12.61869625,11,normal
2990,2991,P02991,M,278.9865362,282.8161895,1340,52.32556611,344,PWF
2451,2452,P02452,L,276.6662753,284.2969396,1251,85.41173776,361,HDF
631,632,P00632,H,293.886091,286.11595,1292,72.34594218,180,TWF
3520,3521,P03521,M,281.3740247,285.6679961,722,81.74351024,213,PWF
6878,6879,P06879,M,294.5374959,299.6931262,2704,29.07133671,22,normal
6345,6346,P06346,L,266.9573813,281.6865317,1174,86.99313989,365,RNF
2072,2073,P02073,L,283.3414328,284.158091,1132,71.0415465,394,HDF
4406,4407,P04407,L,294.6779025,303.3553583,2295,50.11056391,198,OSF
660,661,P00661,M,291.8708906,287.9546833,1215,91.14841718,261,TWF
1768,1769,P01769,L,275.4653543,276.3247477,937,58.11183917,330,HDF
2105,2106,P02106,H,278.767874,283.8922988,1191,66.72486226,382,HDF
1129,1130,P01130,H,284.511848,287.5093503,1226,91.91900971,206,TWF
7939,7940,P07940,H,300.5255294,304.9399294,2961,25.45484379,43,normal
3709,3710,P03710,H,289.9978741,283.2040388,964,83.1940338,327,PWF
6335,6336,P06336,L,272.8806366,270.4902633,1073,66.62442909,417,RNF
7184,7185,P07185,L,300.1369167,300.6398634,2108,30.44687265,15,normal
1822,1823,P01823,L,284.6910616,279.8441395,803,72.2316931,226,HDF
5969,5970,P05970,M,265.1149939,276.1058753,653,85.58864366,276,RNF
6033,6034,P06034,H,273.3779009,270.017972,594,108.7113003,376,RNF
5457,5458,P05458,L,278.6774807,282.4413714,649,93.7054623,349,RNF
715,716,P00716,H,285.2786561,287.8943888,866,59.2729474,163,TWF
1688,1689,P01689,H,275.6579238,288.5910954,949,85.62774202,248,HDF
344,345,P00345,H,294.77552,287.4494075,1401,80.19597565,313,TWF
5978,5979,P05979,M,279.5251533,271.6097909,1076,98.06978094,404,RNF
4312,4313,P04313,M,285.523814,300.5360814,2286,33.96963394,202,OSF
7658,7659,P07659,M,297.590332,306.4585977,2328,13.87397975,1,normal
3186,3187,P03187,M,284.3511788,281.7374423,1269,53.91893784,337,PWF
7097,7098,P07098,M,309.1513122,308.8545359,2839,28.60734448,23,normal
1423,1424,P01424,H,281.5796666,287.8029187,1256,60.39091567,233,HDF
6094,6095,P06095,L,271.7946486,275.2040811,1133,79.74328983,415,RNF
5365,5366,P05366,M,275.9736024,270.3856987,1184,108.6643257,347,RNF
1708,1709,P01709,M,273.9461122,278.5544006,1046,51.66261222,273,HDF
7073,7074,P07074,H,301.4159874,314.7373357,2576,29.44708086,34,normal
2402,2403,P02403,M,280.2306774,284.7387252,1050,53.140537,390,HDF
4919,4920,P04920,M,287.537583,302.0589452,1994,57.78292503,230,OSF
1144,1145,P01145,H,285.9627958,296.3165318,1465,63.42776182,207,TWF
3475,3476,P03476,L,281.9693511,287.4452294,1054,51.33261905,280,PWF
7789,7790,P07790,L,307.0123772,310.6810286,2091,41.09973865,36,normal
5273,5274,P05274,M,286.4314488,297.1972715,2437,52.35826893,143,OSF
638,639,P00639,M,293.732818,288.2275049,1277,73.1991751,281,TWF
3702,3703,P03703,L,285.6644364,291.9414979,1287,57.06093689,368,PWF
1184,1185,P01185,L,292.9227651,293.7542812,909,89.05751543,161,TWF
4988,4989,P04989,M,292.1476163,301.374797,1532,45.01799126,240,OSF
5006,5007,P05007,H,285.7269385,304.1218338,1541,35.4333055,162,OSF
3087,3088,P03088,L,281.5716024,284.9704397,1018,66.11500274,217,PWF
4399,4400,P04400,H,296.3022163,304.8108247,2487,69.95168922,173,OSF
7806,7807,P07807,H,290.3840086,310.6686073,2912,39.13287217,45,normal
876,877,P00877,L,294.0830996,291.861548,858,83.55661778,275,TWF
6761,6762,P06762,M,292.8348926,309.3907883,2265,11.88081734,4,normal
6182,6183,P06183,L,278.2747461,284.9978534,874,97.58344936,253,RNF
6841,6842,P06842,M,300.9366623,306.7392724,2353,10.04354484,26,normal
5352,5353,P05353,M,274.1430113,280.3286952,893,81.39838892,426,RNF
3777,3778,P03778,H,278.0415295,282.9296104,1154,55.77876212,295,PWF
7302,7303,P07303,L,304.8577177,313.5721807,2523,44.11551902,10,normal
689,690,P00690,M,285.9825198,289.5709642,801,85.74967145,339,TWF
2172,2173,P02173,M,277.2159419,289.8407265,984,66.52171479,271,HDF
1742,1743,P01743,H,284.2672871,286.2148758,1323,81.09514545,369,HDF
7663,7664,P07664,M,294.9960582,296.2483625,2741,40.04840647,18,normal
5811,5812,P05812,L,275.888534,282.9807035,891,86.92640239,346,RNF
7007,7008,P07008,H,304.6201126,310.1473632,2024,48.82820626,7,normal
2179,2180,P02180,L,279.3214041,275.3624333,1121,80.04718886,224,HDF
6237,6238,P06238,H,277.5685954,270.906994,1259,66.55964995,252,RNF
4900,4901,P04901,M,285.2722243,304.6175607,2380,37.55587403,162,OSF
6000,6001,P06001,L,269.0856353,278.8648421,1223,90.04326115,431,RNF
6073,6074,P06074,M,266.3618918,272.2563743,726,87.89812689,420,RNF
1676,1677,P01677,H,270.413464,280.2729821,957,67.49690472,211,HDF
7762,7763,P07763,M,303.1382187,306.7943506,2967,28.63882697,1,normal
6138,6139,P06139,L,279.4571956,278.4952453,1023,80.66185456,298,RNF
3105,3106,P03106,H,283.6047,287.4774252,784,37.41483658,320,PWF
5543,5544,P05544,L,277.540896,271.6316935,1207,97.70900462,358,RNF
6640,6641,P06641,L,276.3827551,284.9843892,884,83.20058067,255,RNF
3137,3138,P03138,M,289.2777448,283.0100017,1070,68.87900146,297,PWF
3212,3213,P03213,M,278.8211687,283.4689699,1295,39.54745659,206,PWF
7136,7137,P07137,H,300.40017,306.0612823,2065,30.91262203,23,normal
536,537,P00537,M,292.8769785,293.1315905,1305,71.61980656,269,TWF
3860,3861,P03861,L,288.1944126,294.5117046,790,80.14695152,270,PWF
2701,2702,P02702,M,276.0234996,281.4760545,1045,59.2510849,296,PWF
6612,6613,P06613,H,267.5126181,275.9121876,756,73.61831798,290,RNF
5020,5021,P05021,M,297.4497498,304.6486839,2303,35.64697779,173,OSF
6464,6465,P06465,H,265.353709,279.4490892,1174,83.14889003,368,RNF
2481,2482,P02482,M,282.6994012,285.5854579,1186,78.20341196,222,HDF
5093,5094,P05094,M,288.422617,291.0267578,1461,40.77724253,200,OSF
4553,4554,P04554,L,299.5998437,291.5975606,2165,28.27521032,132,OSF
2368,2369,P02369,H,276.2395792,288.8292426,1264,83.88303049,232,HDF
2058,2059,P02059,M,276.1859608,286.9291904,676,47.98565466,303,HDF
6667,6668,P06668,L,292.3991497,295.1470653,2991,42.48769974,20,normal
6314,6315,P06315,M,275.0140122,275.3891114,1080,78.32569785,271,RNF
229,230,P00230,M,280.3225559,288.9432764,1175,91.60745878,310,TWF
6323,6324,P06324,L,265.6810887,283.6364486,1183,106.9048666,441,RNF
4100,4101,P04101,L,296.7196682,295.330975,1282,36.50672394,150,OSF
5185,5186,P05186,L,299.6109793,299.37091,1797,46.57147367,221,OSF
3971,3972,P03972,H,284.5848115,290.86861,1233,36.11613836,296,PWF
2252,2253,P02253,M,284.8068582,277.7444504,1209,60.3997108,324,HDF
1474,1475,P01475,H,281.1976951,283.2200995,881,51.57635484,290,HDF
343,344,P00344,H,285.3050121,293.4176748,1025,89.4922561,255,TWF
3314,3315,P03315,L,279.9991546,281.0020758,1495,72.0264878,241,PWF
462,463,P00463,L,285.0663697,299.3731082,1251,91.73087082,332,TWF
3074,3075,P03075,H,277.4137563,289.5826117,1533,53.09011059,303,PWF
5089,5090,P05090,L,293.540099,298.4812216,1328,41.11969866,270,OSF
7455,7456,P07456,M,298.5295392,301.9247493,2828,24.28228303,49,normal
6788,6789,P06789,M,301.7828712,303.1755508,2609,41.95150056,2,normal
6363,6364,P06364,L,271.8251826,281.9095672,1069,90.51788642,284,RNF
1386,1387,P01387,M,276.8080344,288.23758,1383,56.26564702,228,HDF
6205,6206,P06206,L,271.804115,272.1572462,899,100.6455042,292,RNF
6835,6836,P06836,L,307.1536399,302.4987335,2796,36.6410054,45,normal
4751,4752,P04752,L,290.1446344,297.3849902,2167,43.2447911,175,OSF
2009,2010,P02010,L,270.2946215,277.7344164,1324,45.69190359,207,HDF
1893,1894,P01894,H,280.1665625,276.1916681,1111,54.23267418,327,HDF
5499,5500,P05500,L,268.7723609,274.8078887,992,74.03253603,313,RNF
7347,7348,P07348,H,299.0588543,300.0138606,2160,33.4613262,1,normal
5870,5871,P05871,H,274.4930733,276.4645434,589,73.39485769,383,RNF
3592,3593,P03593,M,283.5502911,282.5502211,701,45.5171669,280,PWF
1964,1965,P01965,M,283.0236107,288.4896843,926,78.26327554,325,HDF
7212,7213,P07213,H,291.8186163,311.2745859,2145,34.59556824,44,normal
3307,3308,P03308,M,286.7938131,289.3136517,1062,59.92929809,341,PWF
3232,3233,P03233,H,283.1731833,283.3233644,1569,46.63253459,237,PWF
1651,1652,P01652,H,273.9647994,279.1122474,1243,71.15333411,203,HDF
4926,4927,P04927,L,299.2361686,302.465803,1209,34.83321217,273,OSF
6405,6406,P06406,H,273.9870487,278.0720402,929,81.17200623,442,RNF
5289,5290,P05290,M,294.5788002,300.4558154,1979,66.26507731,264,OSF
7105,7106,P07106,H,308.0090535,304.8440642,2932,35.25267949,35,normal
7467,7468,P07468,L,306.4679379,299.0735808,2885,25.86952027,7,normal
74,75,P00075,H,286.3298058,290.8085114,1487,84.17552843,329,TWF
4237,4238,P04238,L,294.4068926,303.0627975,1941,55.9621263,256,OSF
4724,4725,P04725,L,285.6352187,293.2280034,2333,28.95665159,240,OSF
7247,7248,P07248,M,293.7052379,310.3510832,2510,19.27325853,1,normal
6953,6954,P06954,L,309.9260303,304.059527,2757,15.74866226,8,normal
294,295,P00295,M,281.435382,291.5139981,1346,59.73686325,201,TWF
354,355,P00355,H,287.1507585,285.5410426,1324,87.33136567,151,TWF
5532,5533,P05533,M,275.9342444,284.7942168,552,81.62793569,389,RNF
2096,2097,P02097,M,273.1421125,285.3980553,955,73.9362829,371,HDF
4160,4161,P04161,L,290.6132257,297.5934582,1587,34.42359989,199,OSF
7297,7298,P07298,L,292.3498563,301.9346089,2879,17.54300534,15,normal
3841,3842,P03842,M,277.3222882,282.2270643,948,54.66542477,299,PWF
228,229,P00229,L,283.5011422,292.7452026,1151,89.31574695,233,TWF
4071,4072,P04072,L,299.6830138,296.0674272,2020,52.94895393,171,OSF
7988,7989,P07989,H,296.662891,304.0109721,2089,49.41676661,26,normal
7679,7680,P07680,L,294.133511,299.1278763,2360,36.93228707,30,normal
2425,2426,P02426,M,281.6447886,276.7717704,641,54.89846134,286,HDF
7039,7040,P07040,L,304.6682559,310.8989326,2191,39.80206998,22,normal
768,769,P00769,L,280.2777321,291.9089121,1341,85.13519396,308,TWF
4110,4111,P04111,M,287.5941211,303.1660983,2132,40.4654221,127,OSF
1267,1268,P01268,L,280.0491485,289.0898443,1383,86.50342129,262,TWF
7407,7408,P07408,L,291.1570015,299.1741485,2849,47.8276306,6,normal
890,891,P00891,L,284.856668,296.3822453,1400,87.24553588,152,TWF
5850,5851,P05851,H,276.690556,281.8943064,1211,68.03544178,263,RNF
5904,5905,P05905,M,271.5837192,273.7160242,872,99.41189947,277,RNF
3340,3341,P03341,M,283.2938762,287.5411693,1561,50.87950332,233,PWF
6402,6403,P06403,M,269.078122,278.8089738,919,107.9991297,353,RNF
1097,1098,P01098,H,286.9545755,298.3094174,1375,71.67524051,337,TWF
648,649,P00649,M,290.7226689,286.4999142,1041,65.95282014,325,TWF
5525,5526,P05526,L,279.0052521,277.4816024,991,65.79533979,291,RNF
1757,1758,P01758,M,271.7944287,287.7957604,964,79.0429304,262,HDF
3135,3136,P03136,M,280.321847,291.1794572,1273,53.102302,348,PWF
4606,4607,P04607,M,294.1029791,304.3470728,1601,46.85092096,266,OSF
5338,5339,P05339,M,269.8225987,284.3736527,564,80.18371676,346,RNF
3511,3512,P03512,H,288.9565027,281.7371466,920,35.38160061,288,PWF
4707,4708,P04708,H,298.1737665,294.385831,2383,48.96925046,169,OSF
1719,1720,P01720,L,278.2439034,285.1103787,1307,53.18788356,325,HDF
929,930,P00930,H,282.2831336,290.1447503,1135,70.32967558,318,TWF
7233,7234,P07234,M,295.0873335,308.997531,2938,34.19559434,49,normal
3361,3362,P03362,M,275.7380412,294.7481404,972,81.3374222,234,PWF
2236,2237,P02237,L,281.5538396,288.9625257,1327,74.08776133,304,HDF
6585,6586,P06586,L,265.0742589,282.287595,991,87.44356666,351,RNF
2287,2288,P02288,H,274.9218732,284.9682737,1124,53.51919937,301,HDF
7547,7548,P07548,H,295.5651702,299.2102432,2654,30.80759562,21,normal
5494,5495,P05495,M,268.3426461,279.7542941,849,90.9957394,346,RNF
2478,2479,P02479,M,283.7641324,280.3232691,930,85.1451554,332,HDF
5059,5060,P05060,H,291.7038058,299.9483912,1488,57.09353665,236,OSF
5379,5380,P05380,M,277.6719686,275.3357553,569,107.7972922,393,RNF
5747,5748,P05748,H,274.4699499,271.0617153,638,84.23547294,261,RNF
1352,1353,P01353,M,283.6815841,286.0578486,975,45.77304518,322,HDF
2429,2430,P02430,H,272.5468967,284.4282696,920,78.08770473,388,HDF
4464,4465,P04465,H,291.0694923,294.4766971,2202,49.21525232,203,OSF
4806,4807,P04807,H,290.3722986,293.3041335,2267,46.61573725,242,OSF
2807,2808,P02808,H,276.5293758,285.4806012,893,78.34467246,317,PWF
7848,7849,P07849,L,307.4981471,307.2620972,2418,23.18994168,31,normal
7797,7798,P07798,H,295.4852888,308.4364263,2399,25.97668587,35,normal
6049,6050,P06050,H,276.0940371,281.6423872,528,76.85033838,353,RNF
5630,5631,P05631,L,269.5649555,278.2081586,554,85.6794906,390,RNF
2977,2978,P02978,M,283.0841476,280.7998801,1587,76.67221889,203,PWF
6902,6903,P06903,H,307.2102643,312.7307159,2177,26.18570879,33,normal
6302,6303,P06303,H,267.3087484,272.7462105,1220,93.62934276,337,RNF
5349,5350,P05350,L,265.5343334,270.0543054,1030,74.8279671,429,RNF
3853,3854,P03854,H,277.4209991,285.0499002,1097,68.15743179,318,PWF
7434,7435,P07435,H,306.9705878,298.1771698,2573,32.17315473,47,normal
7134,7135,P07135,M,309.8319343,314.2295271,2533,24.01921249,9,normal
5945,5946,P05946,L,279.3557823,281.1605517,592,90.7944409,338,RNF
4075,4076,P04076,L,291.6952385,301.7261946,2479,28.23471448,133,OSF
4067,4068,P04068,L,296.5833726,290.8727052,1337,62.24223332,208,OSF
3537,3538,P03538,H,282.0480127,287.0216377,1372,59.54043249,278,PWF
2148,2149,P02149,M,273.6183024,277.7762688,1299,49.6127992,249,HDF
3605,3606,P03606,L,289.7760984,290.2613413,1540,66.00497081,232,PWF
947,948,P00948,M,283.2698509,289.3768429,1225,77.18341704,326,TWF
4713,4714,P04714,H,292.9027881,297.7547278,1731,58.83392393,222,OSF
6544,6545,P06545,H,277.020575,275.6717321,573,77.31305521,439,RNF
4589,4590,P04590,M,285.9730458,292.3217095,1958,39.08662591,153,OSF
413,414,P00414,L,288.5206762,298.8605963,1255,66.8417471,338,TWF
3696,3697,P03697,L,277.0858974,283.840437,786,69.57682767,336,PWF
